ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Fuel Type,Vent Type,Storage Volume (gallons),Tank Height (in.),Height to Vent (in.),Tank Diameter (in.),Vent Size (in.),Vent Size 2 (in.),Max Heat Output (kBtu/hr),Input Rate  - Gas-fired (kBtu/hr),Thermal Efficiency (TE),Standby Loss (Btu/hr),Electric Input - Electric Heat Pump (kW),Coefficient of Performance (COPh),Optional Status and Messaging Features,Date Available On Market,Date Certified,Markets,CB Model Identifier
2324224,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-400A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,03/21/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-400A_08102018192531_8056270
2324225,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-400A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,03/21/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-400A_08102018192533_7085942
2324226,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-400A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,03/21/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-400A_08102018192535_1655512
2324227,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-400,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,03/21/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-400_08102018192538_7304876
2324228,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-400,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,03/21/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-400_08102018192541_7032659
2324229,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-400,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,03/21/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-400_08102018192543_8221921
2324230,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-400,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,03/21/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-400_08102018193431_4785911
2324231,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-400,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,03/21/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-400_08102018193650_4511155
2324232,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SU-200,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,199.9,0.95,1001,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-200_08102018194121_4255688
2324233,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SU-200A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,199.9,0.95,1001,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-200A_08102018194124_9348645
2324234,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SS-200,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,199.9,0.95,1001,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-200_08102018194126_2489755
2324235,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SS-200A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,199.9,0.95,1001,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-200A_08102018194129_9534559
2324236,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SU-200A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,199.9,0.95,1001,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-200A_08102018194131_2152282
2324237,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SS-200,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,199.9,0.95,1001,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-200_08102018194133_3690208
2324238,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SS-200A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,199.9,0.95,1001,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-200A_08102018194135_7703369
2324239,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SU-200A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,199.9,0.95,1001,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-200A_08102018194138_6940784
2324240,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-200,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,199.9,0.95,1001,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-200_08102018194140_0081895
2324241,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-200A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,199.9,0.95,1001,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-200A_08102018194143_7998750
2324242,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SU-200,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,199.9,0.95,1001,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-200_08102018194342_5377155
2324243,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SU-200,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,199.9,0.95,1001,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-200_08102018194621_7515277
2324244,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SU-130,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,130,0.98,950,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-130_08102018194923_6952275
2324245,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SU-160,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,160,0.97,980,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-160_08102018195031_5991983
2324246,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SU-130,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,130,0.98,950,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-130_08102018195155_7889945
2324247,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SU-160,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,160,0.97,980,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-160_08102018195253_8160225
2324248,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-160,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,160,0.97,1080,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-160_08102018195348_6161448
2324249,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SU-130,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,130,0.98,950,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-130_08102018195539_6133627
2324250,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SU-130A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,130,0.98,950,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-130A_08102018195541_9831144
2324251,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SS-130,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,130,0.98,950,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-130_08102018195543_9417223
2324252,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SS-130A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,130,0.98,950,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-130A_08102018195545_4510180
2324253,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SU-130A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,130,0.98,950,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-130A_08102018195548_0475190
2324254,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SS-130,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,130,0.98,950,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-130_08102018195550_4172707
2324255,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SS-130A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,130,0.98,950,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-130A_08102018195552_4282173
2324256,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SU-130A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,130,0.98,950,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-130A_08102018195555_9723794
2324257,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-130,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,130,0.98,950,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-130_08102018195557_8404802
2324258,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-130A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,130,0.98,950,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-130A_08102018195600_4577554
2324259,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SU-160,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,160,0.97,980,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-160_08102018195828_4184258
2324265,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-130,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,130,0.97,1050,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-130_08102018201241_0544129
2324266,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-130,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,130,0.97,1050,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-130_08102018202115_6640407
2324269,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-160,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,160,0.97,1080,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-160_08102018203148_1024449
2324270,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-160A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,160,0.97,1080,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-160A_08102018203151_0577508
2324271,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-160,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,160,0.97,1080,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-160_08102018203153_1766770
2324272,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-160A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,160,0.97,1080,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-160A_08102018203156_7731779
2324273,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-160A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,160,0.97,1080,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-160A_08102018203158_0872889
2324274,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-160,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,160,0.97,1080,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-160_08102018203201_0077284
2324275,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-160A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,160,0.97,1080,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-160A_08102018203203_5726648
2324276,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-160A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,160,0.97,1080,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-160A_08102018203206_2771453
2324277,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-160,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,160,0.97,1080,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-160_08102018203208_5356155
2324278,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-160A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,160,0.97,1080,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-160A_08102018203210_7417469
2324279,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-130,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,130,0.97,1050,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-130_08102018203554_4963039
2324280,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-130A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,130,0.97,1050,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-130A_08102018203556_5072506
2324281,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-130,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,130,0.97,1050,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-130_08102018203559_4833309
2324282,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-130A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,130,0.97,1050,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-130A_08102018203601_9926266
2324283,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-130A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,130,0.97,1050,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-130A_08102018203603_5367887
2367083,A.O. Smith Corporation,State,BTH 150* 3**,SUF 100 150*E* 3**,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,62.9,11,24,3,4,,150,0.96,1000,,,,05/09/2014,11/09/2021,United States,ES_92897_SUF 100 150*E* 3**_09022020132123_4537603
2367084,A.O. Smith Corporation,American,BTH 150* 3**,HCG3-100T150-3* 3**,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,62.9,11,24,3,4,,150,0.96,1000,,,,05/09/2014,11/09/2021,United States,ES_92897_HCG3-100T150-3* 3**_09022020132122_1677627
2367085,A.O. Smith Corporation,American,BTH 120* 3**,AHCG3-60T120-3* 3**,,,Gas Storage,"Gas,Propane",Power Direct Vent,60,41.8,11,24,3,4,,120,0.95,800,,,,05/09/2014,11/09/2021,United States,ES_92897_AHCG3-60T120-3* 3**_09022020132121_3837805
2367751,A.O. Smith Corporation,American,Polaris,PG10 50 199 3*V 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,199,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_PG10 50 199 3*V 2**_10202020013925_6434271
2367752,A.O. Smith Corporation,American,Polaris,PG10 50 150 2*V 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,2,,,150,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_PG10 50 150 2*V 2**_10202020013924_5719411
2367753,A.O. Smith Corporation,State,Polaris,GHX 50 150 * 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,2,,,150,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_GHX 50 150 * 2**_10202020013933_1674318
2367754,A.O. Smith Corporation,Lochinvar,Polaris,SCL150-050 2**,,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,2,,142.5,150,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_SCL150-050 2**_10202020013933_277518
2367755,A.O. Smith Corporation,State,Polaris,SPC 50 150 *E 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,2,,,150,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_SPC 50 150 *E 2**_10202020013933_9732279
2367756,A.O. Smith Corporation,Lochinvar,Polaris,SCN150-050 2**,,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,2,,142.5,150,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_SCN150-050 2**_10202020013932_8680871
2367757,A.O. Smith Corporation,Lochinvar,Polaris,SWL150-050 2**,,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,2,,142.5,150,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_SWL150-050 2**_10202020013932_6888587
2367758,A.O. Smith Corporation,Lochinvar,Polaris,SWN150-050 2**,,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,2,,142.5,150,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_SWN150-050 2**_10202020013932_5328816
2367759,A.O. Smith Corporation,A. O. Smith,Polaris,BTS 150 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,2,,,150,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_BTS 150 2**_10202020013932_1153558
2367760,A.O. Smith Corporation,A. O. Smith,Polaris,GTP 150 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,2,,,150,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_GTP 150 2**_10202020013932_9021076
2367761,A.O. Smith Corporation,American,Polaris,PC 50 150 * 200,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,2,,,150,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_PC 50 150 * 200_10202020013932_7044572
2367762,A.O. Smith Corporation,American,Polaris,PR 50 150 * 200,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,2,,,150,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_PR 50 150 * 200_10202020013932_1756203
2367763,A.O. Smith Corporation,American,Polaris,PGC3 50 150 2*V 200,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,2,,,150,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_PGC3 50 150 2*V 200_10202020013932_6652187
2367764,A.O. Smith Corporation,State,Polaris,GHX 50 199 * 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,199,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_GHX 50 199 * 2**_10202020013932_2417080
2367765,A.O. Smith Corporation,State,Polaris,SPC 50 199 *E 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,199,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_SPC 50 199 *E 2**_10202020013932_4518147
2367766,A.O. Smith Corporation,Lochinvar,Polaris,SWL199-050 2**,,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,3,,191.04,199,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_SWL199-050 2**_10202020013931_831150
2367767,A.O. Smith Corporation,Lochinvar,Polaris,SCL199-050 2**,,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,3,,191.04,199,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_SCL199-050 2**_10202020013931_8992997
2367768,A.O. Smith Corporation,Lochinvar,Polaris,SCN199-050 2**,,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,191.04,199,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_SCN199-050 2**_10202020013931_9037507
2367769,A.O. Smith Corporation,A. O. Smith,Polaris,GTP 199 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,199,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_GTP 199 2**_10202020013931_8069088
2367770,A.O. Smith Corporation,Lochinvar,Polaris,SWN199-050 2**,,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,191.04,199,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_SWN199-050 2**_10202020013931_5893002
2367771,A.O. Smith Corporation,American,Polaris,PR 50 199 * 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,199,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_PR 50 199 * 2**_10202020013931_8035520
2367772,A.O. Smith Corporation,A. O. Smith,Polaris,BTS 199 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,199,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_BTS 199 2**_10202020013931_7657613
2367773,A.O. Smith Corporation,American,Polaris,PGC3 50 199 3*V 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,199,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_PGC3 50 199 3*V 2**_10202020013930_2156462
2367774,A.O. Smith Corporation,State,Polaris,GHX 50 175 * 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,175,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_GHX 50 175 * 2**_10202020013930_3609229
2367775,A.O. Smith Corporation,American,Polaris,PC 50 199 * 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,199,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_PC 50 199 * 2**_10202020013930_7250187
2367776,A.O. Smith Corporation,State,Polaris,SPC 50 175 *E 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,175,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_SPC 50 175 *E 2**_10202020013930_2266456
2367777,A.O. Smith Corporation,Lochinvar,Polaris,SCN175-050 2**,,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_SCN175-050 2**_10202020013930_1514736
2383543,"Rheem Sales Company, Inc.",Ruud,HPHD-135VNU-483,HPHD-135VNU-483,,,Electric Heat Pump,Electric,,2,,,,,,125.9028,,,,12.3,3,,09/17/2021,08/19/2021,"United States, Canada",ES_1128591_HPHD-135VNU-483_081720210857499_9622701
2383544,"Rheem Sales Company, Inc.",Raypak,HPHD-135VNU-483,HPHD-135VNU-483,,,Electric Heat Pump,Electric,,2,,,,,,125.9028,,,,12.3,3,,09/17/2021,08/19/2021,"United States, Canada",ES_1128591_HPHD-135VNU-483_081720210856460_8373075
2383545,"Rheem Sales Company, Inc.",Ruud,HPHD-135HNU-483,HPHD-135HNU-483,,,Electric Heat Pump,Electric,,2,,,,,,125.9028,,,,12.3,3,,09/17/2021,08/19/2021,"United States, Canada",ES_1128591_HPHD-135HNU-483_081720210856143_2424713
2383546,"Rheem Sales Company, Inc.",Rheem,HPHD-135HNU-483,HPHD-135HNU-483,,,Electric Heat Pump,Electric,,2,,,,,,125.9028,,,,12.3,3,,09/17/2021,08/19/2021,"United States, Canada",ES_1071043_HPHD-135HNU-483_081920211237941_6749477
2384389,"Rheem Sales Company, Inc.",Rheem,HPHD-135VNU-483,HPHD-135VNU-483,,,Electric Heat Pump,Electric,,2,,,,,,125.9028,,,,12.3,3,,09/17/2021,08/19/2021,"United States, Canada",ES_1071043_HPHD-135VNU-483_081920211237653_7708558
2384762,Ariston USA LLC,HTP,Elite XL,ELX-1500FVWH,,,Gas Storage-type Instantaneous,"Gas,Propane",Power Direct Vent,12,,,,8,,,1500,0.98,1331,,,,10/15/2019,11/09/2021,"United States, Canada",ES_29975__03312020163459_517364
2384763,Ariston USA LLC,HTP,Elite XL,ELX-1000FVWH,,,Gas Tankless,"Gas,Propane",Power Direct Vent,8,,,,6,,,1000,0.98,,,,,10/15/2019,11/09/2021,"United States, Canada",ES_29975__03312020163459_325083
2384764,Ariston USA LLC,HTP,Elite XL,ELX-800FVWH,,,Gas Tankless,"Gas,Propane",Power Direct Vent,6,,,,6,,,800,0.98,,,,,10/15/2019,11/09/2021,"United States, Canada",ES_29975__03312020163459_909285
2384765,Ariston USA LLC,HTP,Elite XL,ELX-2000FVWH,,,Gas Tankless,Gas,Power Direct Vent,16,,,,8,,1960,2000,0.98,,,,,10/15/2019,11/09/2021,"United States, Canada",ES_29975__03312020163459_462651
2384766,Ariston USA LLC,HTP,Elite XL,ELX-650FVWH,,,Gas Tankless,"Gas,Propane",Power Direct Vent,5,,,,6,,,650,0.98,,,,,10/15/2019,11/09/2021,"United States, Canada",ES_29975__03312020163459_337708
2384767,Ariston USA LLC,HTP,Elite XL,ELX-500FVWH,,,Gas Tankless,"Gas,Propane",Power Direct Vent,4,,,,4,,,500,0.98,,,,,10/15/2019,11/09/2021,"United States, Canada",ES_29975__03312020163459_165741
2384768,Ariston USA LLC,HTP,Elite XL,ELX-400FVWH,,,Gas Tankless,"Gas,Propane",Power Direct Vent,3,,,,4,,,399,0.98,,,,,10/15/2019,11/09/2021,"United States, Canada",ES_29975__03312020163459_861784
2386907,Watts Heating and Hot Water Solutions LLC,Lync,Conquest,LC10E,,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,130,70,7,32,6,6,939.06,999,0.94,1350,,,,10/18/2021,10/18/2021,"United States, Canada",ES_1129873_LC10E_10202021140813_1603357
2400007,"Lochinvar, LLC",A. O. Smith,XP Plus,PWH0650NP*,,,Gas Tankless,"Gas,Propane",Direct Vent,6,,,,4,6,,650,0.98,,,,,04/28/2022,08/12/2022,"United States, Canada",ES_1028919_PWH0650NP*_04282022170347_5507890
2400008,"Lochinvar, LLC",A. O. Smith,XP Plus,PWH1000NP*,,,Gas Tankless,"Gas,Propane",Direct Vent,9,,,,6,,,999,0.98,,,,,04/28/2022,08/12/2022,"United States, Canada",ES_1028919_PWH1000NP*_04282022170347_512631
2400009,"Lochinvar, LLC",A. O. Smith,XP Plus,PWH0800NP*,,,Gas Tankless,"Gas,Propane",Direct Vent,7,,,,4,6,,800,0.98,,,,,04/28/2022,08/12/2022,"United States, Canada",ES_1028919_PWH0800NP*_04282022170346_1238964
2400010,"Lochinvar, LLC",A. O. Smith,XP Plus,PWH0500NP*,,,Gas Tankless,"Gas,Propane",Direct Vent,5,,,,4,,,500,0.99,,,,,04/28/2022,08/12/2022,"United States, Canada",ES_1028919_PWH0500NP*_04282022170346_6836590
