ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Fuel Type,Vent Type,Storage Volume (gallons),Tank Height (in.),Height to Vent (in.),Tank Diameter (in.),Vent Size (in.),Vent Size 2 (in.),Max Heat Output (kBtu/hr),Input Rate  - Gas-fired (kBtu/hr),Thermal Efficiency (TE),Standby Loss (Btu/hr),Electric Input - Electric Heat Pump (kW),Coefficient of Performance (COPh),Optional Status and Messaging Features,Date Available On Market,Date Certified,Markets,CB Model Identifier
3477750,Rheem-Ruud Manufacturing,Raypak,Triton,GHE100SU-250A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,04/01/2021,05/08/2024,"United States, Canada",ES_1045829_GHE100SU-250A_02172021122235_7174806
3477751,Rheem-Ruud Manufacturing,Raypak,Triton,GHE100SS-250,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,04/01/2021,05/08/2024,"United States, Canada",ES_1045829_GHE100SS-250_02172021122235_2746078
3477752,Rheem-Ruud Manufacturing,Raypak,Triton,GHE100SS-250A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,04/01/2021,05/08/2024,"United States, Canada",ES_1045829_GHE100SS-250A_02172021122235_6158540
3477753,Rheem-Ruud Manufacturing,Raypak,Triton,GHE100SU-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,04/01/2021,05/08/2024,"United States, Canada",ES_1045829_GHE100SU-300_02172021122235_2826198
3477754,Rheem-Ruud Manufacturing,Raypak,Triton,GHE100SU-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,04/01/2021,05/08/2024,"United States, Canada",ES_1045829_GHE100SU-300A_02172021122235_4244594
3477755,Rheem-Ruud Manufacturing,Raypak,Triton,GHE100SS-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,04/01/2021,05/08/2024,"United States, Canada",ES_1045829_GHE100SS-300_02172021122234_7317729
3477756,Rheem-Ruud Manufacturing,Raypak,Triton,GHE100SS-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,04/01/2021,05/08/2024,"United States, Canada",ES_1045829_GHE100SS-300A_02172021122235_1179947
3477757,Rheem-Ruud Manufacturing,Raypak,Triton,GHE100SU-400,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,04/01/2021,05/08/2024,"United States, Canada",ES_1045829_GHE100SU-400_02192021161321_9075395
3477758,Rheem-Ruud Manufacturing,Raypak,Triton,GHE100SU-400A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,04/01/2021,05/08/2024,"United States, Canada",ES_1045829_GHE100SU-400A_02202021013727_4672439
3477759,Rheem-Ruud Manufacturing,Raypak,Triton,GHE100SS-400,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,04/01/2021,05/08/2024,"United States, Canada",ES_1045829_GHE100SS-400_02192021161321_2887454
3477760,Rheem-Ruud Manufacturing,Raypak,Triton,GHE100SS-400A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,04/01/2021,05/08/2024,"United States, Canada",ES_1045829_GHE100SS-400A_02192021161322_3915475
3543403,Rinnai America Corporation,Rinnai,CHS199100HI,CHS199100HI,,,Gas Storage,"Gas,Propane",Direct Vent,119,69.4,68,28.3,2,,,199,0.95,1197,,,,04/29/2024,06/10/2024,"United States, Canada",ES_97439_CHS199100HI_04292024115134_2617763
3543404,Rinnai America Corporation,Rinnai,CHS398100HCXVIN,CHS398100HCXVI,,,Gas Storage,"Gas,Propane",Direct Vent,119,69.4,81,28.2,2,,,398,0.95,1615,,,,05/15/2024,06/10/2024,"United States, Canada",ES_97439_CHS398100HCXVI_05102024003503_7628797
3543405,Rinnai America Corporation,Rinnai,CHS19980HCXIN,CHS19980HCXI,,,Gas Storage,"Gas,Propane",Direct Vent,80,62.7,60.7,24.3,2,,,199,0.95,959,,,,05/17/2024,06/10/2024,"United States, Canada",ES_97439_CHS19980HCXI_05142024005709_5308904
3543406,Rinnai America Corporation,Rinnai,CHS16080HCXIN,CHS16080HCXI,,,Gas Storage,"Gas,Propane",Direct Vent,80,62.7,60.7,24.3,2,,,160,0.95,687,,,,05/26/2024,06/10/2024,"United States, Canada",ES_97439_CHS16080HCXI_05242024005432_4536688
3543407,Rinnai America Corporation,Rinnai,CHS199100HCXIN,CHS199100HCXI,,,Gas Storage,"Gas,Propane",Direct Vent,119,60,69.4,28.3,2,,,199,0.95,673,,,,05/30/2024,06/10/2024,"United States, Canada",ES_97439_CHS199100HCXI_05292024003404_5169047
3543408,Rinnai America Corporation,Rinnai,CHS398100HCXIN,CHS398100HCXI,,,Gas Storage,"Gas,Propane",Direct Vent,119,69.4,65,28.3,2,,,398,0.95,1406,,,,05/28/2024,06/10/2024,"United States, Canada",ES_97439_CHS398100HCXI_05292024003406_5171680
