ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,Type,UPC,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Connected Functionality,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2024 Criteria
3531032,Avanti,AVRPD75****,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,56.3,21.9,7.5,7.5,250,380,34,Yes,05/14/2024,05/22/2024,"United States, Canada",ES_92257_AVRPD75_05232024120655_4918199,Yes
2395811,Avanti,FF10B***,,Top Freezer,,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,04/22/2022,04/22/2022,"United States, Canada",ES_0092257_FF10B***_05122022033138_5550001_,Yes
2389195,Avanti,FF14V0W,,Top Freezer,79841211401,Automatic,No,No,No,No,No,68,27.6,14.3,17,332,371,11,No,12/15/2021,12/13/2021,United States,ES_92257_FF14V0W_102020212247527_7644327,Yes
2389196,Avanti,FF14V1B,,Top Freezer,79841211418,Automatic,No,No,No,No,No,68,27.6,14.3,17,332,371,11,No,12/15/2021,12/13/2021,United States,ES_92257_FF14V1B_102020212247391_3555338,Yes
2389194,Avanti,FF14V3S,,Top Freezer,79841211432,Automatic,No,No,No,No,No,68,27.6,14.3,17,332,371,11,No,12/15/2021,12/13/2021,United States,ES_92257_FF14V3S_102020212247204_8702264,Yes
2366016,Avanti,FF18H**,,Top Freezer,,Automatic,No,No,No,No,No,66.2,29.5,18.3,21.8,358,410,13,No,09/16/2020,09/21/2020,"United States, Canada",ES_92257_FF18H**_09212020093152_0712893,Yes
2366017,Avanti,FF18H0W,,Top Freezer,,Automatic,No,No,No,No,No,66.2,29.5,18.3,21.8,358,410,13,No,09/16/2020,09/21/2020,"United States, Canada",ES_92257_FF18H0W_09212020093112_0672224,Yes
2366018,Avanti,FF18H3S,,Top Freezer,,Automatic,No,No,No,No,No,66.2,29.5,18.3,21.8,358,410,13,No,09/16/2020,09/21/2020,"United States, Canada",ES_92257_FF18H3S_09212020093128_0688729,Yes
3531031,Avanti,RA75****,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,56.3,21.9,7.5,7.5,250,380,34,Yes,05/14/2024,05/22/2024,"United States, Canada",ES_92257_RA75_05232024120548_3350707,Yes
2372512,Avanti,RMRS31X6BL-IS,,Compact Refrigerator,,Manual,Yes,No,No,No,No,32.5,17.8,3,3,169,243,30,No,11/16/2020,01/26/2021,United States,ES_92257_RMRS31X6BL-IS_012520212337226_6405156,Yes
2372511,Avanti,RMRS31X**-IS,",,(* can be A to Z, 0 to 9 which indicates color.)",Compact Refrigerator,,Manual,Yes,No,No,No,No,32.5,17.8,3,3,169,243,30,No,11/16/2020,01/26/2021,United States,ES_92257_RMRS31X**-IS_012520212337300_3102130,Yes
2229666,Absocold,ARD1033F*14R/L,,Top Freezer,,Automatic,No,No,No,No,No,59,24,10.3,12.1,297,331,10,No,12/08/2014,12/04/2014,United States,ES_0092255_ARD1033F*14R/L_12042014111045_70017616,Yes
2403036,Absocold,ARD1033FB21R/L,,Top Freezer,,Automatic,No,No,No,No,No,58.8,23.8,10,12,263,331,21,No,10/30/2022,10/13/2022,United States,ES_0092255_ARD1033FB21R/L_10142022105159_80144506,Yes
2403038,Absocold,ARD1033FS21R/L,,Top Freezer,,Automatic,No,No,No,No,No,58.8,23.8,10,12,263,331,21,No,10/30/2022,10/13/2022,United States,ES_0092255_ARD1033FS21R/L_10142022105137_80144506,Yes
2403037,Absocold,ARD1033FW21R/L,,Top Freezer,,Automatic,No,No,No,No,No,58.8,23.8,10,12,263,331,21,No,10/30/2022,10/13/2022,United States,ES_0092255_ARD1033FW21R/L_1014202210127_80144506,Yes
2401052,Alpha PAR RD,RDTM116WE,,Top Freezer,0632726207533,Automatic,No,No,No,No,No,59.8,25,11.5,13.9,311,346,10,No,08/26/2022,08/19/2022,Canada,ES_1125680_RDTM116WE_09012022103133_80137611,Yes
2253717,Amana,ART348FFF***,,Top Freezer,883049409634;883049409641;883049409658;883049412344,Automatic,No,No,No,No,No,65.4,29.8,18.3,22.1,370,412,10,No,12/14/2015,11/19/2015,"United States, Canada",ES_0022856_ART348FFF***_11222015014057_70054450,Yes
2272160,Amana,ART348FFF***,,Top Freezer,883049409634;883049409641;883049409658;883049412344,Automatic,No,No,No,Yes,No,65.4,29.8,18.3,22.1,455,496,10,No,12/14/2015,06/14/2016,"United States, Canada",ES_0022856_ART348FFF***_07112016115240_70084302,Yes
2394267,Antarctic Star,KS-48RHL,,Compact Refrigerator,6974201567027;722772933156,Manual,Yes,No,No,No,No,17.6,19.4,1.7,1.7,163,232,30,No,12/22/2023,03/28/2022,"United States, Canada",ES_1145427_KS-48RHL_03312022163412_1932569,Yes
2394274,APPLIANCE BASICS,HD774FWSS,,Top Freezer,2022019133850,Automatic,No,No,No,No,No,67,33,21,25.6,396,440,10,No,03/25/2022,03/25/2022,"United States, Canada",ES_1127347_HD774FWSS_033120222237781_8985472,Yes
2453235,Arctic King,AU83ETWBR1RCM,,Compact Refrigerator,,Automatic,Yes,No,No,No,No,66.9,24,8.3,8.3,167,335,50,No,04/11/2023,04/11/2023,"United States, Canada",ES_1030337_AU83ETWBR1RCM7_04122023100711_80165973,Yes
2542958,ARTT,ATTM21WH,,Top Freezer,860009811492,Automatic,No,No,No,No,No,67,33,21,25.6,396,440,10,No,06/20/2023,06/27/2023,"United States, Canada",ES_1149322_ATTM21WH_062720230703859_5785887,Yes
2371448,Beko,BFTF2716BK,,Top Freezer,,Automatic,No,No,No,No,No,68,28,13.6,16.3,326,365,11,No,12/23/2020,12/22/2020,"United States, Canada",ES_1036108_BFTF2716BK_122220200150227_3504007,Yes
2342985,Beko,BFTF2716SS,,Top Freezer,,Automatic,No,No,No,No,No,68,28,13.6,16.3,326,365,11,No,08/12/2019,08/05/2019,"United States, Canada",ES_1036108_BFTF2716SS_08052019062242_6162717,Yes
2342986,Beko,BFTF2716WH,,Top Freezer,,Automatic,No,No,No,No,No,68,28,13.6,16.3,326,365,11,No,08/12/2019,08/05/2019,"United States, Canada",ES_1036108_BFTF2716WH_08052019062228_6148977,Yes
2267986,Beko & Blomberg,K60340N,,Bottom Freezer,,Automatic,No,No,No,No,Yes,66.9,23.2,10.7,13.3,294,435,32,No,04/30/2016,05/26/2016,"United States, Canada",ES_1036108_K60340N_05262016195949_2789018,Yes
3531139,Bevoi,BVIREF18*,",,Asterisk * can be replaced by A to Z or 1 to 9 denotes products with features, which do not have an effect on energy performance (without icemaker)",Top Freezer,860005414734,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,No,04/20/2024,05/30/2024,"United States, Canada",ES_1145666_BVIREF18*_053020240721770_2752242,Yes
3478061,Bevoi,BVIREF18W,",,Ice maker ready product",Top Freezer,860005414734,Automatic,No,No,No,Yes,No,67,33,18,21,446,487,10,No,04/20/2024,05/16/2024,"United States, Canada",ES_1145666_BVIREF18W_051620240259694_3027781,Yes
2331798,Blomberg,BRFB1044SS,,Bottom Freezer,,Automatic,No,No,No,No,Yes,66.9,23.2,10.7,13.3,294,435,32,No,04/30/2016,12/18/2018,"United States, Canada",ES_1036108_BRFB1044SS_12192018215042_6242838,Yes
2331799,Blomberg,BRFB1044WH,,Bottom Freezer,,Automatic,No,No,No,No,Yes,66.9,23.2,10.7,13.3,294,435,32,No,04/30/2016,12/18/2018,"United States, Canada",ES_1036108_BRFB1044WH_12192018215107_6267845,Yes
2356345,Blomberg,BRFB1045SS,,Bottom Freezer,,Automatic,No,No,No,No,No,67.6,23.4,11.4,13.8,286,439,35,No,03/05/2020,03/16/2020,"United States, Canada",ES_1036108_BRFB1045SS_03162020062437_9877729,Yes
2356346,Blomberg,BRFB1045WH,,Bottom Freezer,,Automatic,No,No,No,No,No,67.6,23.4,11.4,13.8,286,439,35,No,03/05/2020,03/16/2020,"United States, Canada",ES_1036108_BRFB1045WH_03162020062455_9895983,Yes
2636154,Blomberg,BRFB1046SS,,Bottom Freezer,8859377108916,Automatic,No,No,No,Yes,No,67.7,23.6,11.4,13.8,360,523,37,No,08/18/2023,08/21/2023,"United States, Canada",ES_1036108_BRFB1046SS_082120230121979_7313807,Yes
2401187,Beko,BFBD30216SS,,Bottom Freezer,8859377107179,Automatic,No,No,No,No,No,69.7,29.8,16.1,20.1,355,495,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BFBD30216SS_090720220812922_5446107,Yes
2401175,Beko,BFBD30216SSIM,,Bottom Freezer,8859377107162,Automatic,No,No,No,Yes,No,69.7,29.8,16.1,20.1,438,579,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BFBD30216SSIM_090720220315588_7901030,Yes
2401185,Beko,BFBD30216SSIML,,Bottom Freezer,8859377108138,Automatic,No,No,No,Yes,No,69.7,29.8,16.1,20.1,438,579,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BFBD30216SSIML_090720220315407_1673526,Yes
2401191,Beko,BFBD30216SSL,,Bottom Freezer,8859377108121,Automatic,No,No,No,No,No,69.7,29.8,16.1,20.1,355,495,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BFBD30216SSL_090720220812888_9068720,Yes
2331796,Beko,BFBF2412SS,,Bottom Freezer,,Automatic,No,No,No,No,Yes,66.9,23.2,10.7,13.3,294,435,32,No,04/30/2016,12/18/2018,"United States, Canada",ES_1036108_BFBF2412SS_12192018214945_6185758,Yes
2356425,Beko,BFBF2414SS,,Bottom Freezer,,Automatic,No,No,No,No,No,67.6,23.4,11.4,13.8,286,439,35,No,03/05/2020,11/29/2019,"United States, Canada",ES_1036108_BFBF2414SS_03092020060121_3681748,Yes
2636156,Beko,BFBF2414SSIM,,Bottom Freezer,8859377108923,Automatic,No,No,No,Yes,No,67.7,23.6,11.4,13.8,360,523,37,No,08/18/2023,08/21/2023,"United States, Canada",ES_1036108_BFBF2414SSIM_08212023012167_8805992,Yes
2356426,Beko,BFBF2414WH,,Bottom Freezer,,Automatic,No,No,No,No,No,67.6,23.4,11.4,13.8,286,439,35,No,03/05/2020,11/29/2019,"United States, Canada",ES_1036108_BFBF2414WH_03092020060112_3672476,Yes
2636155,Beko,BFBF2414WHIM,,Bottom Freezer,8859377108930,Automatic,No,No,No,Yes,No,67.7,23.6,11.4,13.8,360,523,37,No,08/18/2023,08/21/2023,"United States, Canada",ES_1036108_BFBF2414WHIM_08212023012176_3904499,Yes
2402113,Beko,BFBF2815SS,,Bottom Freezer,8859377107216,Automatic,No,No,No,No,No,67.7,27.6,14,17.1,327,468,30,No,09/28/2022,09/29/2022,"United States, Canada",ES_1036108_BFBF2815SS_092920220119226_8381393,Yes
2402115,Beko,BFBF2815SSIM,,Bottom Freezer,8859377107377,Automatic,No,No,No,Yes,No,67.7,27.6,13.8,16.7,420,549,28,No,09/28/2022,09/29/2022,"United States, Canada",ES_1036108_BFBF2815SSIM_092920220206338_9252961,Yes
2401188,Beko,BFBF30116SS,,Bottom Freezer,8859377107346,Automatic,No,No,No,No,No,69.7,29.8,16.1,20.1,355,495,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BFBF30116SS_090720220812596_4081273,Yes
2401184,Beko,BFBF30116SSIM,,Bottom Freezer,8859377107353,Automatic,No,No,No,Yes,No,69.7,29.8,16.1,20.1,438,579,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BFBF30116SSIM_090720220316501_9828658,Yes
2401174,Beko,BFBF30116WHIM,,Bottom Freezer,8859377107247,Automatic,No,No,No,Yes,No,69.7,29.8,16.1,20.1,438,579,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BFBF30116WHIM_090720220316555_3740872,Yes
2401189,Beko,BFBF30216SS,,Bottom Freezer,8859377107223,Automatic,No,No,No,No,No,69.7,29.8,16.1,20.1,355,495,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BFBF30216SS_090720220813373_7948788,Yes
2401172,Beko,BFBF30216SSIM,,Bottom Freezer,8859377107230,Automatic,No,No,No,Yes,No,69.7,29.8,16.1,20.1,438,579,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BFBF30216SSIM_090720220316828_9165665,Yes
2401176,Beko,BFBF30216SSIML,,Bottom Freezer,8859377107995,Automatic,No,No,No,Yes,No,69.7,29.8,16.1,20.1,438,579,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BFBF30216SSIML_090720220316633_5611368,Yes
2401186,Beko,BFBF30216SSL,,Bottom Freezer,8859377107988,Automatic,No,No,No,No,No,69.7,29.8,16.1,20.1,355,495,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BFBF30216SSL_090720220813818_4617240,Yes
3419031,AVG,RDTM181SE,,Top Freezer,0632726207557,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,05/08/2023,03/21/2024,Canada,ES_1125680_RDTM181SE_032120240342820_8785856,Yes
3419032,AVG,RDTM181WE,,Top Freezer,0632726207564,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,05/08/2023,03/21/2024,Canada,ES_1125680_RDTM181WE_032120240342402_7470439,Yes
3543507,AVIVA,ARTM142**,",,*: Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",Top Freezer,628173080492,Automatic,No,No,No,No,No,61,28,14.2,17.1,333,372,10,No,06/12/2024,06/17/2024,Canada,ES_1125680_ARTM142**_061720240025230_9959914,Yes
2398176,Conserv,TMRI 180S,,Top Freezer,616833174506;747037118086,Automatic,No,No,No,Yes,No,66.4,29.5,18.1,21.3,448,490,10,No,07/05/2022,07/05/2022,United States,ES_1140806_TMRI 180S_070520220051327_2904746,Yes
2398177,Conserv,TMRI 210S,,Top Freezer,616833174513;747037121024,Automatic,No,No,No,Yes,No,66.4,32.7,20.4,24.1,469,512,10,No,07/05/2022,07/05/2022,United States,ES_1140806_TMRI 210S_070520220051405_8106517,Yes
2470744,Conservator,GRHS1762T*,,Top Freezer,,Automatic,No,No,No,No,No,66.9,28,17.6,20.8,360,402,10,No,04/23/2023,04/23/2023,"United States, Canada",ES_1145034_GRHS1762T*4_04242023131749_80128103,Yes
2697677,Conservator,GRMH141A*,",,* Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",Top Freezer,850052179137,Automatic,No,No,No,No,No,61,28,14.2,17.1,333,372,10,No,10/27/2023,10/31/2023,"United States, Canada",ES_92264_GRMH141A*_103120230608801_9733901,Yes
3425390,Conservator,GRMH141B*,",,*: Suffix could be from 0 to 9 or from A to Z or blank to represent different unit color.",Top Freezer,850052179199,Automatic,No,No,No,No,No,60.6,27.6,14.3,17.1,333,372,10,No,03/22/2024,03/28/2024,"United States, Canada",ES_92264_GRMH141B*_032820240241143_9860155,Yes
2732514,Conservator,GRMH183**,",,* can be replaced by A to Z or 1 to 9 denotes products with features",Top Freezer,850007089849,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,No,11/01/2023,11/08/2023,"United States, Canada",ES_92264_GRMH183**_110820230449404_4504980,Yes
2408458,Conservator,GRMH183U*,",,* can be any of A-Z,a-z,0-9,version code or blank",Top Freezer,850007089849;850007089856;850007089863,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,No,02/22/2023,02/23/2023,"United States, Canada",ES_92264_GRMH183U*_022320230218334_2174754,Yes
2635825,Continental;Professional Series,CE-TRF241,",CE-TRF242,; ,CE-TRF248,; ,CE-TRF249,; ,PS-TRF241,; ,PS-TRF242,; ,PS-TRF248,; ,PS-TRF249,",Top Freezer,765167214324;765167379955;765167479280;765167560414;765167638915;765167780850;765167867537;765167998538,Automatic,No,No,No,No,No,66,27.9,14.6,17,333,371,10,No,08/10/2023,08/15/2023,United States,ES_1092528_CE-TRF241_08102023134918_6359521,Yes
3419004,Criterion,18TMF-B,,Top Freezer,858790005206,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,03/19/2023,03/20/2024,"United States, Canada",ES_1062598_18TMF-B_032020240141738_4286645,Yes
3419005,Criterion,18TMF-SS,,Top Freezer,858790005220,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,03/19/2023,03/20/2024,"United States, Canada",ES_1062598_18TMF-SS_032020240136655_1478453,Yes
3419001,Criterion,18TMF-W,,Top Freezer,858790005183,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,03/19/2023,03/20/2024,"United States, Canada",ES_1062598_18TMF-W_031920240518700_6102900,Yes
3419006,Criterion,453-8143,,Top Freezer,858790005183,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,03/19/2023,03/20/2024,"United States, Canada",ES_1062598_453-8143_032020240140362_4117701,Yes
3419002,Criterion,453-8144,,Top Freezer,858790005206,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,03/19/2023,03/20/2024,"United States, Canada",ES_1062598_453-8144_032020240139585_1419309,Yes
3419003,Criterion,453-8145,,Top Freezer,858790005220,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,03/19/2023,03/20/2024,"United States, Canada",ES_1062598_453-8145_032020240143105_8001068,Yes
2508364,Criterion,CTMR101C1*,,Top Freezer,,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,06/15/2023,06/15/2023,"United States, Canada",ES_1092528_CTMR101C1*_06152023103143_80170824,Yes
2486189,Criterion,CTMR142C1B,,Top Freezer,,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,No,04/15/2023,04/14/2023,"United States, Canada",ES_1143390_CTMR142C1B_040320231859206_9412456,Yes
2486188,Criterion,CTMR142C1S,,Top Freezer,,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,No,04/15/2023,04/14/2023,"United States, Canada",ES_1143390_CTMR142C1S_040320231859158_7094938,Yes
2486187,Criterion,CTMR142C1W,,Top Freezer,,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,No,04/15/2023,04/14/2023,"United States, Canada",ES_1143390_CTMR142C1W_040320231859787_2834530,Yes
2470984,Criterion,CTMR205M1*,",,*: Suffix could be from 0 to 9 or from A to Z or blank, can be number to represent different unit color",Top Freezer,840296505496,Automatic,No,No,No,No,No,67,30,20.5,25,390,435,10,No,04/27/2023,05/03/2023,United States,ES_1062598_CTMR205M1*_050320230228189_2106221,Yes
2402114,Blomberg,BRFB1532SS,,Bottom Freezer,8859377107384,Automatic,No,No,No,No,No,67.7,27.6,14,17.1,327,468,30,No,09/28/2022,09/29/2022,"United States, Canada",ES_1036108_BRFB1532SS_092920220119101_3104489,Yes
2402116,Blomberg,BRFB1542SS,,Bottom Freezer,8859377107377,Automatic,No,No,No,Yes,No,67.7,27.6,13.8,16.7,420,549,28,No,09/28/2022,09/29/2022,"United States, Canada",ES_1036108_BRFB1542SS_092920220206105_7948473,Yes
2401190,Blomberg,BRFB21612SS,,Bottom Freezer,8859377107193,Automatic,No,No,No,No,No,69.7,29.8,16.1,20.1,355,495,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BRFB21612SS_090720220813602_5399022,Yes
2401173,Blomberg,BRFB21622SS,,Bottom Freezer,8859377107209,Automatic,No,No,No,Yes,No,69.7,29.8,16.1,20.1,438,579,28,No,09/06/2022,09/07/2022,"United States, Canada",ES_1036108_BRFB21622SS_090720220317765_6625422,Yes
2305355,Char-Broil,A107-7000-9000,,Compact Refrigerator,47362324658,Automatic,Yes,No,No,No,No,36,27,2.7,2.7,198,284,30,No,12/15/2017,09/15/2017,"United States, Canada",ES_1140813_A107-7000-9000_10192017113049_70152992,Yes
2315165,Danby One Plug,3.1SM6R,,Compact Refrigerator,67638008754,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,195,358,46,No,01/22/2018,01/12/2018,"United States, Canada",ES_0031682_3.1SM6R_03012018110822_70170417,Yes
2235167,DCS,RF24DE3,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,33.8,23.9,5,5,202,305,34,No,03/02/2015,03/16/2015,"United States, Canada",ES_1100125_Rf24DE3_03192015020551_70027389,Yes
2380763,DCS,RF24DE4,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,34,24,5,5,199,305,35,No,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_RF24DE4_06112021141703_9727396,Yes
2235166,DCS,RF24LE3,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,33.8,23.9,5.1,5.1,186,306,39,No,03/02/2015,03/16/2015,"United States, Canada",ES_1100125_RF24LE3_03192015020551_70027389,Yes
2235165,DCS,RF24RE3,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,33.8,23.9,5.1,5.1,186,306,39,No,03/02/2015,03/16/2015,"United States, Canada",ES_1100125_RF24RE3_03192015020551_70027389,Yes
2400456,DOMETIC,C40G1,,Compact Refrigerator,6951220000000,Automatic,Yes,No,No,No,Yes,21.7,15.9,1.1,1.1,162,269,40,No,04/16/2023,05/10/2023,"United States, Canada",ES_1147033_C40G1_08232022053300_0000001,Yes
2400454,DOMETIC,C40G2,,Compact Refrigerator,6951220000000,Automatic,Yes,No,No,No,Yes,21.7,15.9,1.1,1.1,162,269,40,No,04/16/2023,05/10/2023,"United States, Canada",ES_1147033_C40G2_08232022053300_0000001,Yes
2400455,DOMETIC,C40S1,,Compact Refrigerator,6951220000000,Automatic,Yes,No,No,No,Yes,21.7,15.9,1.1,1.1,106,269,61,No,10/18/2022,05/16/2022,"United States, Canada",ES_1147033_C40S1_08232022053300_0000001,Yes
2396037,DOMETIC,C40S2,"C40P2,C40P2,",Compact Refrigerator,6951220000000,Automatic,Yes,No,No,No,Yes,21.7,15.9,1.1,1.1,106,269,61,No,10/18/2022,05/16/2022,"United States, Canada",ES_1147033_C40S2_04072022053300_0000001,Yes
2408484,DOMETIC,C60G1,,Compact Refrigerator,6951220000000;6975400000000,Automatic,Yes,No,No,No,Yes,22.2,19.3,1.7,1.7,170,275,38,No,02/12/2023,02/14/2023,"United States, Canada",ES_1147033_C60G1_02142023120403_0000001,Yes
2408108,DOMETIC,C60G2,"C60G3,C60G3,",Compact Refrigerator,6951220000000;6975400000000,Automatic,Yes,No,No,No,Yes,22.2,19.3,1.7,1.7,170,275,38,No,02/12/2023,02/14/2023,"United States, Canada",ES_1147033_C60G2_02142023120400_0000001,Yes
2408107,DOMETIC,C60S1,"C60P1,C60P1,",Compact Refrigerator,6951220000000;6975400000000,Automatic,Yes,No,No,No,Yes,22.2,19.3,1.7,1.7,145,275,47,No,02/12/2023,02/14/2023,"United States, Canada",ES_1147033_C60S1_02142023120400_0000001,Yes
2409679,DOMETIC,C60S1,"C60P1,C60P1,",Compact Refrigerator,6951220000000;6975400000000,Automatic,Yes,No,No,No,Yes,22.2,19.3,1.7,1.7,145,275,47,No,02/12/2023,02/14/2023,"United States, Canada",ES_1147033_C60S1_02142023120401_0000001,Yes
2408109,DOMETIC,C60S2,"C60S3, C60P2, C60P3,C60S3, C60P2, C60P3,",Compact Refrigerator,6951220000000;6975400000000,Automatic,Yes,No,No,No,Yes,22.2,19.3,1.7,1.7,145,275,47,No,02/12/2023,02/14/2023,"United States, Canada",ES_1147033_C60S2_02142023120400_0000001,Yes
2408485,DOMETIC,C60S2,"C60S3, C60P2, C60P3,C60S3, C60P2, C60P3,",Compact Refrigerator,6951220000000;6975400000000,Automatic,Yes,No,No,No,Yes,22.2,19.3,1.7,1.7,145,275,47,No,02/12/2023,02/14/2023,"United States, Canada",ES_1147033_C60S2_02142023120402_0000001,Yes
3360544,DOMETIC,C60SBI CARE,,Compact Refrigerator,6975400000000,Automatic,Yes,No,No,No,Yes,22.2,19.3,1.7,1.7,126,275,54,No,12/25/2023,01/08/2024,"United States, Canada",ES_1147033_C60SBI CARE_11172023153000_0000001,Yes
3360622,DOMETIC,C60SFS CARE,"C60SFS CARE,,",Compact Refrigerator,6975400000000,Automatic,Yes,No,No,No,Yes,23.4,19.3,1.7,1.7,124,275,55,No,12/05/2023,11/30/2023,"United States, Canada",ES_1147033_C60SFS CARE_11162023163000_0000001,Yes
2396051,DOMETIC,DM50C D,"DM50C F,DM50C F,",Compact Refrigerator,6951220000000,Automatic,Yes,No,No,No,No,16.7,21.7,1.8,1.8,186,276,33,No,10/18/2022,05/16/2022,"United States, Canada",ES_1147033_DM50C D_04072022053300_0000001,Yes
2361378,EcoMax,EF-32199-B-2,,Compact Refrigerator,,Automatic,Yes,No,No,No,No,33.3,18.9,3.2,3.9,199,359,45,No,06/01/2020,06/05/2020,United States,ES_1137529_EF-32199-B-2_06052020055142_6302949,Yes
2403044,Danby,DFF100A4BDB,,Top Freezer,067638006057,Automatic,No,No,No,No,No,58.8,23.8,10,12,263,331,21,No,10/30/2022,10/13/2022,"United States, Canada",ES_0031682_DFF100A4BDB_10142022105157_80144506,Yes
2403045,Danby,DFF100A4BDBL,,Top Freezer,067638006064,Automatic,No,No,No,No,No,58.8,23.8,10,12,263,331,21,No,10/30/2022,10/13/2022,"United States, Canada",ES_0031682_DFF100A4BDBL_10142022105157_80144506,Yes
2403043,Danby,DFF100A4WDB,,Top Freezer,8587920001185,Automatic,No,No,No,No,No,58.8,23.8,10,12,263,331,21,No,10/30/2022,10/13/2022,"United States, Canada",ES_0031682_DFF100A4WDB_10142022105157_80144506,Yes
2346684,Danby,DFF101B1BSSDB,,Top Freezer,67638015790,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,09/06/2016,05/06/2019,"United States, Canada",ES_0031682_DFF101B1BSSDB2_08172019120400_80014551,Yes
2338993,Danby,DFF101B2WDB,,Top Freezer,67638019910,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,05/20/2019,05/06/2019,"United States, Canada",ES_0031682_DFF101B2WDB_05272019052047_70216643,Yes
2453236,Danby,DFF116B2******,,Top Freezer,67638022682;67638022699;67638030915;67638030939,Automatic,No,No,No,No,No,59.5,23.4,11.6,14,310,347,11,No,04/11/2023,04/11/2023,"United States, Canada",ES_0031682_DFF116B2******_04122023101728_80148293,Yes
2346683,Danby,DFF116B2WDBL,,Top Freezer,67638022699,Automatic,No,No,No,No,No,59.6,28.9,11.6,14,310,347,11,No,09/06/2016,08/16/2019,"United States, Canada",ES_0031682_DFF116B2WDBL2_08172019120400_80014551,Yes
2346682,Danby,DFF116B2WDBR,,Top Freezer,67638022682,Automatic,No,No,No,No,No,59.6,28.9,11.6,14,310,347,11,No,09/06/2016,08/16/2019,"United States, Canada",ES_0031682_DFF116B2WDBR2_08172019120400_80014551,Yes
2337858,Danby,DFF121C2*,,Top Freezer,,Automatic,No,No,No,No,No,59.8,23.4,12.1,14.5,316,351,10,No,06/30/2019,05/08/2019,"United States, Canada",ES_31682_DFF121C2*_05082019094234_8554744,Yes
2369624,Danby,DFF121C2WDBL,,Top Freezer,67638026741,Automatic,No,No,No,No,No,59.8,23.4,12.1,14.6,315,352,11,No,12/10/2020,11/17/2020,"United States, Canada",ES_31682_DFF121C2WDBL_11172020020800_8880284,Yes
2337859,Danby,DFF121C2WDBR,,Top Freezer,67638020268,Automatic,No,No,No,No,No,59.8,23.4,12.1,14.5,316,351,10,No,06/30/2019,05/08/2019,"United States, Canada",ES_31682_DFF121C2WDBR_05082019094208_8528582,Yes
2454338,Danby,DFF142E1SSDB,,Top Freezer,067638031066,Automatic,No,No,No,No,No,61,28,14.2,17.1,333,372,10,No,04/04/2023,04/18/2023,United States,ES_31682_DFF142E1SSDB_041820230506486_7591573,Yes
