ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Fuel Type,Furnace is ENERGY STAR Certified in,Efficiency (AFUE),Capable of Two Way Communication?,Date Available On Market,Date Qualified,Markets,CB Model Identifier,Can Integrate Hot Water Heating,Meets ENERGY STAR Most Efficient Criteria
3543383,Allied Air Enterprises,AIREASE,A98USMV SERIES,A98USMV090C16S -*,,,"Natural Gas,Propane Gas",All,98,Other/Proprietary,08/20/2023,06/07/2024,"United States, Canada",ES_1102531_A98USMV090C16S -*_11292023004549_7473618,No,
3543384,Allied Air Enterprises,AIREASE,A98USMV SERIES,A98USMV090C20S -*,,,"Natural Gas,Propane Gas",All,98,Other/Proprietary,08/22/2023,06/07/2024,"United States, Canada",ES_1102531_A98USMV090C20S -*_11292023004550_7388558,No,
3543385,Allied Air Enterprises,AIREASE,A98USMV SERIES,A98USMV110C20S -*,,,"Natural Gas,Propane Gas",All,98,Other/Proprietary,08/24/2023,06/07/2024,"United States, Canada",ES_1102531_A98USMV110C20S -*_11292023004552_8331176,No,
3543386,Allied Air Enterprises,AIREASE,A98USMV SERIES,A98USMV135D20S -*,,,"Natural Gas,Propane Gas",All,98,Other/Proprietary,08/26/2023,06/07/2024,"United States, Canada",ES_1102531_A98USMV135D20S -*_11292023004552_1895768,No,
3543387,Allied Air Enterprises,AIREASE,A98USMV SERIES,A98USMV070B12S -*,,,"Natural Gas,Propane Gas",All,98,Other/Proprietary,08/16/2023,06/07/2024,"United States, Canada",ES_1102531_A98USMV070B12S -*_11292023004554_2931401,No,
2311438,Allied Air Enterprises,ALLIED,A962V SERIES,A96US2V110C20S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V110C20S-*_03052018230621_4118547,No,
2343032,Allied Air Enterprises,ALLIED,A97US2V060B12X-**,A97US2V060B12X-**,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,06/16/2023,"United States, Canada",ES_1102531_A97US2V060B12X-**_08052019151941_8581505,No,
2343140,Allied Air Enterprises,ALLIED,A97US2V080C16X-*-*,A97US2V080C16X-*-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_A97US2V080C16X-*-*_08062019185734_2869769,No,
2343205,Allied Air Enterprises,ALLIED,95G1UH080CE16X-*,95G1UH080CE16X-*,,,Natural Gas,All,95,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_95G1UH080CE16X-*_08062019190203_6997957,No,
2343370,Allied Air Enterprises,ALLIED,95G1UH100CE20X-*,95G1UH100CE20X-*,,,Natural Gas,All,95,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_95G1UH100CE20X-*_08062019193157_0340877,No,
2343546,Allied Air Enterprises,ALLIED,95G1UH040BE12X-*,95G1UH040BE12X-*,,,Natural Gas,All,95,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_95G1UH040BE12X-*_08062019205444_3537060,No,
2343561,Allied Air Enterprises,ALLIED,95G1UH060BE12X-*,95G1UH060BE12X-*,,,Natural Gas,All,95,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_95G1UH060BE12X-*_08062019210532_4066128,No,
2343667,Allied Air Enterprises,ALLIED,A97US2V080C20X-*-*,A97US2V080C20X-*-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_A97US2V080C20X-*-*_08062019220951_0495717,No,
2344068,Allied Air Enterprises,ALLIED,A97US2V040B12X-*-*,A97US2V040B12X-*-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,06/16/2023,"United States, Canada",ES_1102531_A97US2V040B12X-*-*_08062019234257_7499546,No,
2346719,Allied Air Enterprises,Alpine,EL296UHV SERIES,BG962UH070BV12-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,09/07/2019,11/09/2021,"United States, Canada",ES_1102531_BG962UH070BV12-*_09182019220145_3346039,No,
2346722,Allied Air Enterprises,Alpine,EL296UHV SERIES,BG962UH090CV20-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,09/07/2019,11/09/2021,"United States, Canada",ES_1102531_BG962UH090CV20-*_09182019220156_5133019,No,
2346727,Allied Air Enterprises,Alpine,EL296UHV SERIES,BG962UH090CV12-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,09/07/2019,11/09/2021,"United States, Canada",ES_1102531_BG962UH090CV12-*_09182019220554_5360484,No,
2346738,Allied Air Enterprises,Alpine,EL296UHV SERIES,BG962UH110CV20-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,09/07/2019,11/09/2021,"United States, Canada",ES_1102531_BG962UH110CV20-*_09182019221630_9838853,No,
2311373,Allied Air Enterprises,Armstrong Air,A962E SERIES,A96UH2E030B08*-*,,,"Natural Gas,Propane Gas",All,96,Not Applicable,10/28/2015,11/08/2021,"United States, Canada",ES_1102531_A96UH2E030B08*-*_03052018223236_6207489,No,
2311395,Allied Air Enterprises,Armstrong Air,A97USMV Series,A97USMV090C12S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,11/08/2021,"United States, Canada",ES_1102531_A97USMV090C12S-*_03052018224013_8584929,No,
2311397,Allied Air Enterprises,Armstrong Air,A97DSMV Series,A97DSMV110C20S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,11/08/2021,"United States, Canada",ES_1102531_A97DSMV110C20S-*_03052018224118_5859678,No,
2311418,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96DS2V045B12S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96DS2V045B12S-*_03052018224841_0114638,No,
2311420,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96DS2V070B16S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96DS2V070B16S-*_03052018224945_8469963,No,
2311422,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96DS2V090C20S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96DS2V090C20S-*_03052018225147_1364560,No,
2311424,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96DS2V110C20S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96DS2V110C20S-*_03052018225244_3918962,No,
2311426,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V045B12S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V045B12S-*_03052018225333_3388438,No,
2311428,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V070B12S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V070B12S-*_03052018225500_9984786,No,
2311430,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V090C12S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V090C12S-*_03052018225719_1131596,No,
2311432,Allied Air Enterprises,Armstrong Air,A96US2V SERIES,A96US2V090C16*-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2015,10/16/2023,"United States, Canada",ES_1102531_A96US2V090C16*-*_03052018230056_8690172,No,
2311434,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V090C20S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V090C20S-*_03052018230304_6272878,No,
2311436,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V110C16S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V110C16S-*_03052018230423_8289801,No,
2311439,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V110C20S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V110C20S-*_03052018230623_5088875,No,
2311441,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V135D20S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V135D20S-*_03052018230721_0740177,No,
2311472,Allied Air Enterprises,Armstrong Air,A97USMV Series,A97USMV070B12S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,11/08/2021,"United States, Canada",ES_1102531_A97USMV070B12S-*_03052018234243_1079962,No,
2311474,Allied Air Enterprises,Armstrong Air,A97USMV Series,A97USMV090C16S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,11/08/2021,"United States, Canada",ES_1102531_A97USMV090C16S-*_03052018234348_6577585,No,
2311476,Allied Air Enterprises,Armstrong Air,A97USMV Series,A97USMV090C20S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,11/08/2021,"United States, Canada",ES_1102531_A97USMV090C20S-*_03052018234513_1123811,No,
2311478,Allied Air Enterprises,Armstrong Air,A97USMV Series,A97USMV110C20S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,11/08/2021,"United States, Canada",ES_1102531_A97USMV110C20S-*_03052018234633_1080203,No,
2311480,Allied Air Enterprises,Armstrong Air,A97USMV Series,A97USMV135D20S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,11/08/2021,"United States, Canada",ES_1102531_A97USMV135D20S-*_03052018234733_4080762,No,
2311482,Allied Air Enterprises,Armstrong Air,A97DSMV Series,A97DSMV070B12S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,11/08/2021,"United States, Canada",ES_1102531_A97DSMV070B12S-*_03052018234834_2828964,No,
2311484,Allied Air Enterprises,Armstrong Air,A97DSMV Series,A97DSMV090C16S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,11/08/2021,"United States, Canada",ES_1102531_A97DSMV090C16S-*_03052018234921_4011090,No,
2311486,Allied Air Enterprises,Armstrong Air,A97DSMV Series,A97DSMV090C20S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,11/08/2021,"United States, Canada",ES_1102531_A97DSMV090C20S-*_03052018235130_4483734,No,
2320214,Allied Air Enterprises,Armstrong Air,A97US2V040B12X-*-*,A97US2V040B12X-*-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,06/16/2023,"United States, Canada",ES_1102531_A97US2V040B12X-*-*_05212018235838_4529729,No,
2320216,Allied Air Enterprises,Armstrong Air,A97US2V060B12X-**,A97US2V060B12X-**,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,06/16/2023,"United States, Canada",ES_1102531_A97US2V060B12X-**_05212018235953_8847525,No,
2320218,Allied Air Enterprises,Armstrong Air,A97US2V080C16X-*-*,A97US2V080C16X-*-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_A97US2V080C16X-*-*_05222018000118_3952636,No,
2320220,Allied Air Enterprises,Armstrong Air,A97US2V080C20X-*-*,A97US2V080C20X-*-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_A97US2V080C20X-*-*_05222018000212_0241992,No,
2326928,Allied Air Enterprises,Armstrong Air,96G1UH060BE12X-*,96G1UH060BE12X-*,,,Natural Gas,All,95,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_96G1UH060BE12X-*_10052018145354_9619681,No,
2337717,Allied Air Enterprises,Armstrong Air,A96UH2E045B12*-*,A96UH2E045B12*-*,,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,12/02/2023,"United States, Canada",ES_1102531_A96UH2E045B12*-*_05032019213057_2534406,No,
2341689,Allied Air Enterprises,Armstrong Air,95G1UH-E Series,A95UH1E070B12*-**,,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,11/09/2021,"United States, Canada",ES_1102531_A95UH1E070B12*-**_07292019014705_0400391,No,
2341741,Allied Air Enterprises,Armstrong Air,95G1UH-E Series,A95UH1E045B12*-**,,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,11/09/2021,"United States, Canada",ES_1102531_A95UH1E045B12*-**_07302019005754_9518304,No,
2341946,Allied Air Enterprises,Armstrong Air,95G1UH-E Series,A95UH1E110C20*-**,,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,11/09/2021,"United States, Canada",ES_1102531_A95UH1E110C20*-**_07312019045651_4794428,No,
2342041,Allied Air Enterprises,Armstrong Air,95G1UH-E Series,A95UH1E135D20*-**,,,"Natural Gas,Propane Gas",All,95,Not Applicable,08/15/2015,11/09/2021,United States,ES_1102531_A95UH1E135D20*-**_07312019051349_0589179,No,
2342044,Allied Air Enterprises,Armstrong Air,95G1UH-E Series,A95UH1E090C16*-**,,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,11/09/2021,"United States, Canada",ES_1102531_A95UH1E090C16*-**_07312019051812_4563690,No,
2342399,Allied Air Enterprises,Armstrong Air,SL297V,A97US2V080C20X-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,03/01/2018,11/09/2021,United States,ES_1102531_A97US2V080C20X-*_08012019205313_7152691,No,
2342929,Allied Air Enterprises,Armstrong Air,A93DF1E070B12A*,A93DF1E070B12A*,,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,06/16/2023,"United States, Canada",ES_1102531_A93DF1E070B12A*_08022019211630_1756231,No,
2342932,Allied Air Enterprises,Armstrong Air,A93UH1E110C16A*,A93UH1E110C16A*,,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,06/16/2023,"United States, Canada",ES_1102531_A93UH1E110C16A*_08022019212054_2285179,No,
2342934,Allied Air Enterprises,Armstrong Air,A93UH1E030B12A*,A93UH1E030B12A*,,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,06/16/2023,"United States, Canada",ES_1102531_A93UH1E030B12A*_08022019212235_7217684,No,
2342941,Allied Air Enterprises,Armstrong Air,EL296XV Series,A96DS2V110C20-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2011,11/09/2021,"United States, Canada",ES_1102531_A96DS2V110C20-*_08022019213606_8500624,No,
2342951,Allied Air Enterprises,Armstrong Air,A93UH1E090C16A*,A93UH1E090C16A*,,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,06/16/2023,"United States, Canada",ES_1102531_A93UH1E090C16A*_08022019214633_5536235,No,
2342953,Allied Air Enterprises,Armstrong Air,A93DF1E045B12A*,A93DF1E045B12A*,,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,06/16/2023,"United States, Canada",ES_1102531_A93DF1E045B12A*_08022019214815_6151125,No,
2342979,Allied Air Enterprises,Armstrong Air,A93UH1E110C20A*,A93UH1E110C20A*,,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,06/16/2023,"United States, Canada",ES_1102531_A93UH1E110C20A*_08022019215457_5357757,No,
2342981,Allied Air Enterprises,Armstrong Air,A93UH1E070B12A*,A93UH1E070B12A*,,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,06/16/2023,"United States, Canada",ES_1102531_A93UH1E070B12A*_08022019220615_4004470,No,
2343031,Allied Air Enterprises,AC PRO,A97US2V060B12X-**,A97US2V060B12X-**,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,06/16/2023,"United States, Canada",ES_1102531_A97US2V060B12X-**_08052019151935_4142450,No,
2343139,Allied Air Enterprises,AC PRO,A97US2V080C16X-*-*,A97US2V080C16X-*-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_A97US2V080C16X-*-*_08062019185732_4571228,No,
2343204,Allied Air Enterprises,AC PRO,95G1UH080CE16X-*,95G1UH080CE16X-*,,,Natural Gas,All,95,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_95G1UH080CE16X-*_08062019190158_2667585,No,
2343369,Allied Air Enterprises,AC PRO,95G1UH100CE20X-*,95G1UH100CE20X-*,,,Natural Gas,All,95,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_95G1UH100CE20X-*_08062019193155_7723154,No,
2343545,Allied Air Enterprises,AC PRO,95G1UH040BE12X-*,95G1UH040BE12X-*,,,Natural Gas,All,95,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_95G1UH040BE12X-*_08062019205442_1650470,No,
2343560,Allied Air Enterprises,AC PRO,95G1UH060BE12X-*,95G1UH060BE12X-*,,,Natural Gas,All,95,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_95G1UH060BE12X-*_08062019210530_8591486,No,
2343666,Allied Air Enterprises,AC PRO,A97US2V080C20X-*-*,A97US2V080C20X-*-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_A97US2V080C20X-*-*_08062019220945_4628201,No,
2344067,Allied Air Enterprises,AC PRO,A97US2V040B12X-*-*,A97US2V040B12X-*-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,06/16/2023,"United States, Canada",ES_1102531_A97US2V040B12X-*-*_08062019234255_0912090,No,
2311374,Allied Air Enterprises,AIREASE,A962E SERIES,A96UH2E030B08*-*,,,"Natural Gas,Propane Gas",All,96,Not Applicable,10/28/2015,11/08/2021,"United States, Canada",ES_1102531_A96UH2E030B08*-*_03052018223238_6446686,No,
2311396,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV090C12S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,11/08/2021,"United States, Canada",ES_1102531_A97USMV090C12S-*_03052018224015_9380534,No,
2311398,Allied Air Enterprises,AIREASE,A97DSMV Series,A97DSMV110C20S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,11/08/2021,"United States, Canada",ES_1102531_A97DSMV110C20S-*_03052018224120_2718569,No,
2311417,Allied Air Enterprises,AIREASE,A962V SERIES,A96DS2V045B12S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96DS2V045B12S-*_03052018224839_6320409,No,
2311419,Allied Air Enterprises,AIREASE,A962V SERIES,A96DS2V070B16S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96DS2V070B16S-*_03052018224943_2690869,No,
2311421,Allied Air Enterprises,AIREASE,A962V SERIES,A96DS2V090C20S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96DS2V090C20S-*_03052018225144_8965771,No,
2311423,Allied Air Enterprises,AIREASE,A962V SERIES,A96DS2V110C20S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96DS2V110C20S-*_03052018225241_5423869,No,
2311425,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V045B12S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V045B12S-*_03052018225331_2069446,No,
2311427,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V070B12S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V070B12S-*_03052018225458_0966306,No,
2311429,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V090C12S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V090C12S-*_03052018225717_8176399,No,
2311431,Allied Air Enterprises,AIREASE,A96US2V SERIES,A96US2V090C16*-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2015,10/16/2023,"United States, Canada",ES_1102531_A96US2V090C16*-*_03052018230054_6847792,No,
2311433,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V090C20S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V090C20S-*_03052018230302_8334192,No,
2311435,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V110C16S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V110C16S-*_03052018230420_1430911,No,
2311437,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V110C20S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V110C20S-*_03052018230619_7608320,No,
2311440,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V135D20S-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,10/16/2023,"United States, Canada",ES_1102531_A96US2V135D20S-*_03052018230719_0293236,No,
2311473,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV070B12S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,11/08/2021,"United States, Canada",ES_1102531_A97USMV070B12S-*_03052018234246_2955362,No,
2311475,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV090C16S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,11/08/2021,"United States, Canada",ES_1102531_A97USMV090C16S-*_03052018234351_8452985,No,
2311477,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV090C20S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,11/08/2021,"United States, Canada",ES_1102531_A97USMV090C20S-*_03052018234515_3173934,No,
2311479,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV110C20S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,11/08/2021,"United States, Canada",ES_1102531_A97USMV110C20S-*_03052018234636_4907450,No,
2311481,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV135D20S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,11/08/2021,"United States, Canada",ES_1102531_A97USMV135D20S-*_03052018234736_7592365,No,
2311483,Allied Air Enterprises,AIREASE,A97DSMV Series,A97DSMV070B12S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,11/08/2021,"United States, Canada",ES_1102531_A97DSMV070B12S-*_03052018234836_5435495,No,
2311485,Allied Air Enterprises,AIREASE,A97DSMV Series,A97DSMV090C16S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,11/08/2021,"United States, Canada",ES_1102531_A97DSMV090C16S-*_03052018234923_0346593,No,
2311487,Allied Air Enterprises,AIREASE,A97DSMV Series,A97DSMV090C20S-*,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,11/08/2021,"United States, Canada",ES_1102531_A97DSMV090C20S-*_03052018235132_3294472,No,
2320215,Allied Air Enterprises,AIREASE,A97US2V040B12X-*-*,A97US2V040B12X-*-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,06/16/2023,"United States, Canada",ES_1102531_A97US2V040B12X-*-*_05212018235844_2033448,No,
2320217,Allied Air Enterprises,AIREASE,A97US2V060B12X-**,A97US2V060B12X-**,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,06/16/2023,"United States, Canada",ES_1102531_A97US2V060B12X-**_05212018235955_1498267,No,
2320219,Allied Air Enterprises,AIREASE,A97US2V080C16X-*-*,A97US2V080C16X-*-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_A97US2V080C16X-*-*_05222018000121_2110256,No,
2320221,Allied Air Enterprises,AIREASE,A97US2V080C20X-*-*,A97US2V080C20X-*-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,06/16/2023,"United States, Canada",ES_1102531_A97US2V080C20X-*-*_05222018000215_0667103,No,
2341690,Allied Air Enterprises,AIREASE,95G1UH-E Series,A95UH1E070B12*-**,,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,11/09/2021,"United States, Canada",ES_1102531_A95UH1E070B12*-**_07292019014723_7305609,No,
2341742,Allied Air Enterprises,AIREASE,95G1UH-E Series,A95UH1E045B12*-**,,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,11/09/2021,"United States, Canada",ES_1102531_A95UH1E045B12*-**_07302019005756_0565864,No,
2341947,Allied Air Enterprises,AIREASE,95G1UH-E Series,A95UH1E110C20*-**,,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,11/09/2021,"United States, Canada",ES_1102531_A95UH1E110C20*-**_07312019045653_4205784,No,
2342042,Allied Air Enterprises,AIREASE,95G1UH-E Series,A95UH1E135D20*-**,,,"Natural Gas,Propane Gas",All,95,Not Applicable,08/15/2015,11/09/2021,United States,ES_1102531_A95UH1E135D20*-**_07312019051351_1952382,No,
2342045,Allied Air Enterprises,AIREASE,95G1UH-E Series,A95UH1E090C16*-**,,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,11/09/2021,"United States, Canada",ES_1102531_A95UH1E090C16*-**_07312019051813_7878740,No,
2342400,Allied Air Enterprises,AIREASE,SL297V,A97US2V080C20X-*,,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,03/01/2018,11/09/2021,United States,ES_1102531_A97US2V080C20X-*_08012019205315_6738770,No,
2342930,Allied Air Enterprises,AIREASE,A93DF1E070B12A*,A93DF1E070B12A*,,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,06/16/2023,"United States, Canada",ES_1102531_A93DF1E070B12A*_08022019211636_8180154,No,
2342933,Allied Air Enterprises,AIREASE,A93UH1E110C16A*,A93UH1E110C16A*,,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,06/16/2023,"United States, Canada",ES_1102531_A93UH1E110C16A*_08022019212101_9930600,No,
2342935,Allied Air Enterprises,AIREASE,A93UH1E030B12A*,A93UH1E030B12A*,,,"Natural Gas,Propane Gas",U.S. South Only,93,Not Applicable,06/01/2019,06/16/2023,"United States, Canada",ES_1102531_A93UH1E030B12A*_08022019212240_3848567,No,
2342940,Allied Air Enterprises,AIREASE,A96UH2E045B12*-*,A96UH2E045B12*-*,,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/15/2013,12/02/2023,"United States, Canada",ES_1102531_A96UH2E045B12*-*_08022019212611_2864690,No,
2342942,Allied Air Enterprises,AIREASE,EL296XV Series,A96DS2V110C20-*,,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2011,11/09/2021,"United States, Canada",ES_1102531_A96DS2V110C20-*_08022019213609_9100459,No,
