ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Fuel Type,Furnace is ENERGY STAR Certified in,Efficiency (AFUE),Capable of Two Way Communication?,Date Available On Market,Date Qualified,Markets,CB Model Identifier,Can Integrate Hot Water Heating,Meets ENERGY STAR Most Efficient Criteria
2313585,"Goodman Manufacturing Company, L.P.",Amana,Communicating 2-stage Furnace,ACVC960603BN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,03/08/2024,"United States, Canada",ES_1035638_ACVC960603BN_03242018213607_2913249,No,
2313588,"Goodman Manufacturing Company, L.P.",Amana,Communicating 2-stage Furnace,ACVC960403BN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,03/08/2024,"United States, Canada",ES_1035638_ACVC960403BN_03242018213813_2971972,No,
2313591,"Goodman Manufacturing Company, L.P.",Amana,Communicating 2-stage Furnace,AMVC961005CN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,04/22/2024,"United States, Canada",ES_1035638_AMVC961005CN_03242018213913_9910029,No,
2313594,"Goodman Manufacturing Company, L.P.",Amana,Communicating 2-stage Furnace,AMVC960804CN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,03/08/2024,"United States, Canada",ES_1035638_AMVC960804CN_03242018214046_1859579,No,
2313597,"Goodman Manufacturing Company, L.P.",Amana,Communicating 2-stage Furnace,AMVC961205DN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,03/08/2024,"United States, Canada",ES_1035638_AMVC961205DN_03242018214157_2918147,No,
2313606,"Goodman Manufacturing Company, L.P.",Amana,Communicating 2-stage Furnace,ACVC960804CN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,03/08/2024,"United States, Canada",ES_1035638_ACVC960804CN_03242018214535_9669928,No,
2313609,"Goodman Manufacturing Company, L.P.",Amana,Communicating 2-stage Furnace,ACVC961005CN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,03/08/2024,"United States, Canada",ES_1035638_ACVC961005CN_03242018214704_4553627,No,
2313612,"Goodman Manufacturing Company, L.P.",Amana,Communicating 2-stage Furnace,ACVC961205DN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,03/08/2024,"United States, Canada",ES_1035638_ACVC961205DN_03242018214823_4967368,No,
2313619,"Goodman Manufacturing Company, L.P.",Amana,Modulating Furnace,AMVM970603BN,,,"Natural Gas,Propane Gas",All,97,Climate Talk,04/15/2015,04/22/2024,"United States, Canada",ES_1035638_AMVM970603BN_03242018215111_2042713,No,
2313628,"Goodman Manufacturing Company, L.P.",Amana,Modulating Furnace,AMVM970804CN,,,"Natural Gas,Propane Gas",All,97,Climate Talk,04/15/2015,04/22/2024,"United States, Canada",ES_1035638_AMVM970804CN_03242018215650_4862438,No,
2313631,"Goodman Manufacturing Company, L.P.",Amana,Modulating Furnace,AMVM970803BN,,,"Natural Gas,Propane Gas",All,97,Climate Talk,09/23/2014,04/22/2024,"United States, Canada",ES_1035638_AMVM970803BN_03242018215831_5295107,No,
2313634,"Goodman Manufacturing Company, L.P.",Amana,Modulating Furnace,AMVM971005CN,,,"Natural Gas,Propane Gas",All,97,Climate Talk,09/23/2014,04/22/2024,"United States, Canada",ES_1035638_AMVM971005CN_03242018220000_3733836,No,
2313637,"Goodman Manufacturing Company, L.P.",Amana,Modulating Furnace,ACVM971005CN,,,"Natural Gas,Propane Gas",All,97,Climate Talk,09/23/2014,04/22/2024,"United States, Canada",ES_1035638_ACVM971005CN_03242018220203_7565740,No,
2313640,"Goodman Manufacturing Company, L.P.",Amana,Modulating Furnace,AMVM971205DN,,,"Natural Gas,Propane Gas",All,97,Climate Talk,09/23/2014,04/22/2024,"United States, Canada",ES_1035638_AMVM971205DN_03242018220359_2772821,No,
2313643,"Goodman Manufacturing Company, L.P.",Amana,Modulating Furnace,ACVM970603BN,,,"Natural Gas,Propane Gas",All,97,Climate Talk,09/23/2014,04/22/2024,"United States, Canada",ES_1035638_ACVM970603BN_03242018220523_6904342,No,
2313646,"Goodman Manufacturing Company, L.P.",Amana,Modulating Furnace,ACVM970803BN,,,"Natural Gas,Propane Gas",All,97,Climate Talk,09/23/2014,04/22/2024,"United States, Canada",ES_1035638_ACVM970803BN_03242018220701_5494631,No,
2313649,"Goodman Manufacturing Company, L.P.",Amana,Modulating Furnace,ACVM970804CN,,,"Natural Gas,Propane Gas",All,97,Climate Talk,09/23/2014,04/22/2024,"United States, Canada",ES_1035638_ACVM970804CN_03242018220816_0412684,No,
2360691,"Goodman Manufacturing Company, L.P.",Amana,ULN,AMVS960805CU,,,Natural Gas,All,96.1,Climate Talk,07/01/2020,04/22/2024,United States,ES_1035638_AMVS960805CU_05232020013301_4973663,No,
2360692,"Goodman Manufacturing Company, L.P.",Amana,ULN,AMVS960603BU,,,Natural Gas,All,96.1,Climate Talk,07/01/2020,04/22/2024,United States,ES_1035638_AMVS960603BU_05232020013301_2423371,No,
2384910,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AC9C960403BN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AC9C960403BN_09172021013205_216489,No,
2384914,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AM9C960603BN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AM9C960603BN_09172021013205_1026291,No,
2384915,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AM9C960303AN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AM9C960303AN_09172021013205_5799856,No,
2384916,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AC9C960803BN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AC9C960803BN_09172021013205_4057037,No,
2384928,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating Single-Stage Furnace,AC9S961205DN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,11/01/2021,10/16/2023,"United States, Canada",ES_1035638_AC9S961205DN_09172021013207_6614857,No,
2384929,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating Single-Stage Furnace,AC9S961005CN,,,"Natural Gas,Propane Gas",All,95,Not Applicable,11/01/2021,10/16/2023,"United States, Canada",ES_1035638_AC9S961005CN_09172021013207_9074885,No,
2384930,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating Single-Stage Furnace,AM9S961205DN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,11/01/2021,10/16/2023,"United States, Canada",ES_1035638_AM9S961205DN_09172021013206_2999044,No,
2384931,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating Single-Stage Furnace,AM9S961005CN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,11/01/2021,10/16/2023,"United States, Canada",ES_1035638_AM9S961005CN_09172021013206_8412670,No,
2384962,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating Single-Stage Furnace,AM9S960805CN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,11/01/2021,10/16/2023,"United States, Canada",ES_1035638_AM9S960805CN_09172021013206_6610348,No,
2384963,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AM9C960403AN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AM9C960403AN_09172021013206_5137709,No,
2384964,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating Single-Stage Furnace,AM9S960804CN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,11/01/2021,10/16/2023,"United States, Canada",ES_1035638_AM9S960804CN_09172021013206_9173395,No,
2384965,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating Single-Stage Furnace,AM9S960803BN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,11/01/2021,10/16/2023,"United States, Canada",ES_1035638_AM9S960803BN_09172021013206_6128474,No,
2384966,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating Single-Stage Furnace,AM9S960603BN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,11/01/2021,10/16/2023,"United States, Canada",ES_1035638_AM9S960603BN_09172021013206_5735705,No,
2384967,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating Single-Stage Furnace,AM9S960403AN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,11/01/2021,10/16/2023,"United States, Canada",ES_1035638_AM9S960403AN_09172021013206_7063652,No,
2384968,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AM9C961205DN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AM9C961205DN_09172021013206_9848337,No,
2384969,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AM9C961005CN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AM9C961005CN_09172021013206_2352471,No,
2384970,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AM9C961004CN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AM9C961004CN_09172021013206_3736968,No,
2384971,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AM9C960804CN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AM9C960804CN_09172021013206_749368,No,
2384972,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AM9C960803BN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AM9C960803BN_09172021013205_8038730,No,
2384973,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AM9C960603AN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AM9C960603AN_09172021013205_5285481,No,
2384974,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AC9C961005CN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AC9C961005CN_09172021013205_7642711,No,
2384975,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating 2-Stage Furnace,AC9C960603BN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,10/25/2021,10/16/2023,"United States, Canada",ES_1035638_AC9C960603BN_09172021013205_4836210,No,
2384976,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating Single-Stage Furnace,AC9S960804CN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,11/01/2021,10/16/2023,"United States, Canada",ES_1035638_AC9S960804CN_09172021013204_4521758,No,
2384977,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating Single-Stage Furnace,AC9S960603BN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,11/01/2021,10/16/2023,"United States, Canada",ES_1035638_AC9S960603BN_09172021013204_3989014,No,
2384978,"Goodman Manufacturing Company, L.P.",Amana,Non Communicating Single-Stage Furnace,AC9S960403BN,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,11/01/2021,10/16/2023,"United States, Canada",ES_1035638_AC9S960403BN_09172021013204_2594387,No,
2392824,"Goodman Manufacturing Company, L.P.",Amana,Multi-Speed ULN Furnace,AM9S960403BU,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,01/01/2022,10/16/2023,United States,ES_1035638_AM9S960403BU_12022021014147_6424903,No,
2392826,"Goodman Manufacturing Company, L.P.",Amana,Multi-Speed ULN Furnace,AM9S960603BU,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,01/01/2022,10/16/2023,United States,ES_1035638_AM9S960603BU_12022021014147_7669278,No,
2392830,"Goodman Manufacturing Company, L.P.",Amana,Multi-Speed ULN Furnace,AM9S960805CU,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,01/01/2022,10/16/2023,United States,ES_1035638_AM9S960805CU_12022021014138_2224877,No,
2684034,"Goodman Manufacturing Company, L.P.",Amana,Communicating 2-stage Furnace,AMVC960603BN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,03/08/2024,"United States, Canada",ES_1035638_AMVC960603BN_03162020182557_839863,No,
2313064,"Goodman Manufacturing Company, L.P.",Daikin,Communicating 2-stage Furnace,DM96VC0803BN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,04/22/2024,"United States, Canada",ES_1035638_DM96VC0803BN_03222018235958_0159462,No,
2313582,"Goodman Manufacturing Company, L.P.",Daikin,Communicating 2-stage Furnace,DM96VC0403BN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,03/08/2024,"United States, Canada",ES_1035638_DM96VC0403BN_03242018213154_0037943,No,
2313586,"Goodman Manufacturing Company, L.P.",Daikin,Communicating 2-stage Furnace,DC96VC0603BN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,03/08/2024,"United States, Canada",ES_1035638_DC96VC0603BN_03242018213608_1026658,No,
2313589,"Goodman Manufacturing Company, L.P.",Daikin,Communicating 2-stage Furnace,DC96VC0403BN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,03/08/2024,"United States, Canada",ES_1035638_DC96VC0403BN_03242018213816_7845994,No,
2313592,"Goodman Manufacturing Company, L.P.",Daikin,Communicating 2-stage Furnace,DM96VC1005CN,,,"Natural Gas,Propane Gas",All,96.1,Climate Talk,09/01/2014,03/08/2024,"United States, Canada",ES_1035638_DM96VC1005CN_03242018213915_4784052,No,
3387873,International Comfort Products (ICP),ACIQ,HEIL,G97CMN0801714A,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,05/07/2019,01/30/2024,"United States, Canada",ES_1076501_G97CMN0801714A_01152024175359_7377209,No,
3387874,International Comfort Products (ICP),ACIQ,HEIL,G97CMN1202422A*D,,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_G97CMN1202422A*D_01152024175404_2969819,No,
3387878,International Comfort Products (ICP),ACIQ,HEIL,N95MSU0802120A,,,Natural Gas,All,95,Not Applicable,09/25/2019,01/30/2024,United States,ES_1076501_N95MSU0802120A_01152024175420_137344,No,
3387879,International Comfort Products (ICP),ACIQ,HEIL,G96VTN1202422B,,,"Natural Gas,Propane Gas",All,96.7,Not Applicable,05/07/2019,01/30/2024,"United States, Canada",ES_1076501_G96VTN1202422B_01152024175431_2063530,No,
3387882,International Comfort Products (ICP),ACIQ,HEIL,G97CMN1002122A*D,,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,05/07/2019,01/30/2024,"United States, Canada",ES_1076501_G97CMN1002122A*D_01152024175448_5275310,No,
3387884,International Comfort Products (ICP),ACIQ,HEIL,N92MSN0601714A,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN0601714A_01152024175500_3742445,No,
3387889,International Comfort Products (ICP),ACIQ,HEIL,G96VTN0601716B,,,"Natural Gas,Propane Gas",All,96.3,Not Applicable,05/07/2019,01/30/2024,"United States, Canada",ES_1076501_G96VTN0601716B_01152024175518_4429862,No,
3387890,International Comfort Products (ICP),ACIQ,HEIL,N95MSU0601716A,,,Natural Gas,All,95,Not Applicable,09/25/2019,01/30/2024,United States,ES_1076501_N95MSU0601716A_01152024175520_4280335,No,
3387892,International Comfort Products (ICP),ACIQ,MARATHERM,N95MSU1002120A,,,Natural Gas,All,95,Not Applicable,09/25/2019,01/30/2024,United States,ES_1076501_N95MSU1002120A_01152024175525_2440600,No,
3387893,International Comfort Products (ICP),ACIQ,HEIL,G97CMN1002122A,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_G97CMN1002122A_01152024175527_7547645,No,
3387896,International Comfort Products (ICP),ACIQ,CARRIER,G96CTN0802120A*D,,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/07/2019,01/30/2024,"United States, Canada",ES_1076501_G96CTN0802120A*D_01152024175532_6574224,No,
3387900,International Comfort Products (ICP),ACIQ,HEIL,N92MSN0601412A*,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN0601412A*_01152024175604_2767956,No,
3387901,International Comfort Products (ICP),ACIQ,CARRIER,G96CTN0801714A,,,"Natural Gas,Propane Gas",All,96.2,Not Applicable,05/07/2019,01/30/2024,"United States, Canada",ES_1076501_G96CTN0801714A_01152024175608_7676746,No,
3387902,International Comfort Products (ICP),ACIQ,HEIL,N92MSN0801716A*,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN0801716A*_01152024175615_3317842,No,
3387905,International Comfort Products (ICP),ACIQ,CARRIER,G96CTN1202422A*D,,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_G96CTN1202422A*D_01152024175622_8746343,No,
3387908,International Comfort Products (ICP),ACIQ,HEIL,N92MSN0601714A*,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN0601714A*_01152024175637_7903438,No,
3387916,International Comfort Products (ICP),ACIQ,HEIL,N92MSN0401712A,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN0401712A_01152024175721_672726,No,
3387917,International Comfort Products (ICP),ACIQ,HEIL,N92MSN1002122A,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN1002122A_01152024175727_3892432,No,
3387918,International Comfort Products (ICP),ACIQ,CARRIER,G96CTN1202422A,,,"Natural Gas,Propane Gas",All,96.5,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_G96CTN1202422A_01152024175736_7241017,No,
3387922,International Comfort Products (ICP),ACIQ,HEIL,G97CMN0602120A,,,"Natural Gas,Propane Gas",All,98,Other/Proprietary,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_G97CMN0602120A_01152024175810_9344510,No,
3387925,International Comfort Products (ICP),ACIQ,HEIL,N92MSN1002120A,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN1002120A_01152024175835_2786412,No,
3387926,International Comfort Products (ICP),ACIQ,HEIL,N92MSN1202420A,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN1202420A_01152024175842_514734,No,
3387928,International Comfort Products (ICP),ACIQ,HEIL,N92MSN0401412A*,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN0401412A*_01152024175906_7220198,No,
3387929,International Comfort Products (ICP),ACIQ,HEIL,N92MSN1002122A*,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN1002122A*_01152024175913_6336048,No,
3387931,International Comfort Products (ICP),ACIQ,CARRIER,G96CTN0601714A*D,,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/07/2019,01/30/2024,"United States, Canada",ES_1076501_G96CTN0601714A*D_01152024175921_1043015,No,
3387933,International Comfort Products (ICP),ACIQ,HEIL,G97CMN0802120A,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_G97CMN0802120A_01152024175940_6864448,No,
3387937,International Comfort Products (ICP),ACIQ,HEIL,G97CMN0801714A*D,,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,05/07/2019,01/30/2024,"United States, Canada",ES_1076501_G97CMN0801714A*D_01152024180012_120494,No,
3387938,International Comfort Products (ICP),ACIQ,HEIL,N92MSN0601412A,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN0601412A_01152024180021_6396537,No,
3387941,International Comfort Products (ICP),ACIQ,HEIL,G96VTN0401712B,,,"Natural Gas,Propane Gas",All,96,Not Applicable,05/07/2019,01/30/2024,"United States, Canada",ES_1076501_G96VTN0401712B_01152024180029_7983434,No,
3387945,International Comfort Products (ICP),ACIQ,HEIL,N92MSN0801716A,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN0801716A_01152024180047_9906518,No,
3387946,International Comfort Products (ICP),ACIQ,HEIL,N92MSN1202420A*,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,01/30/2024,"United States, Canada",ES_1076501_N92MSN1202420A*_01152024180051_6409866,No,
2342784,International Comfort Products (ICP),Airquest,AIRQUEST,G97CMN0602120A,,,"Natural Gas,Propane Gas",All,98,Other/Proprietary,05/20/2019,02/12/2024,"United States, Canada",ES_1076501_G97CMN0602120A_08012019223804_9175207,No,
2342860,International Comfort Products (ICP),Airquest,AIRQUEST,G96VTN0802120A,,,"Natural Gas,Propane Gas",All,96,Not Applicable,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G96VTN0802120A_08012019225932_1889809,No,
2342876,International Comfort Products (ICP),Airquest,AIRQUEST,G96VTN0802120A*D,,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G96VTN0802120A*D_08012019230244_3476543,No,
2342969,International Comfort Products (ICP),Airquest,AIRQUEST,G97CMN0802120A*D,,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G97CMN0802120A*D_08022019215121_1553915,No,
2343113,International Comfort Products (ICP),Airquest,AIRQUEST,N92ESN1002120A,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,02/12/2024,"United States, Canada",ES_1076501_N92ESN1002120A_08062019185257_8162791,No,
2343122,International Comfort Products (ICP),Airquest,AIRQUEST,N92ESN1002120A*,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,02/12/2024,"United States, Canada",ES_1076501_N92ESN1002120A*_08062019185317_5352200,No,
2343338,International Comfort Products (ICP),Airquest,AIRQUEST,N92ESN0601412A,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,02/12/2024,"United States, Canada",ES_1076501_N92ESN0601412A_08062019192241_5386242,No,
2343347,International Comfort Products (ICP),Airquest,AIRQUEST,N92ESN0601412A*,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,02/12/2024,"United States, Canada",ES_1076501_N92ESN0601412A*_08062019192304_6098444,No,
2343378,International Comfort Products (ICP),Airquest,AIRQUEST,N92ESN0601714A,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,02/12/2024,"United States, Canada",ES_1076501_N92ESN0601714A_08062019193822_2642291,No,
2343387,International Comfort Products (ICP),Airquest,AIRQUEST,N92ESN0601714A*,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,02/12/2024,"United States, Canada",ES_1076501_N92ESN0601714A*_08062019193849_4935847,No,
2343421,International Comfort Products (ICP),Airquest,AIRQUEST,G97CMN0801714A*D,,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G97CMN0801714A*D_08062019194514_1872088,No,
2343512,International Comfort Products (ICP),Airquest,CARRIER,G96CTN0801714A,,,"Natural Gas,Propane Gas",All,96.2,Not Applicable,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G96CTN0801714A_08062019202412_7146289,No,
2343553,International Comfort Products (ICP),Airquest,AIRQUEST,G96VTN1202422A*D,,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G96VTN1202422A*D_08062019210148_7250906,No,
2343573,International Comfort Products (ICP),Airquest,AIRQUEST,G96VTN0401712A,,,"Natural Gas,Propane Gas",All,96,Not Applicable,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G96VTN0401712A_08062019212130_4082938,No,
2343617,International Comfort Products (ICP),Airquest,CARRIER,G96CTN1002122A,,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G96CTN1002122A_08062019213658_7061898,No,
2343688,International Comfort Products (ICP),Airquest,AIRQUEST,G97CMN0802120A,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,05/20/2019,02/12/2024,"United States, Canada",ES_1076501_G97CMN0802120A_08062019221428_7917909,No,
2343699,International Comfort Products (ICP),Airquest,AIRQUEST,G97CMN0602120A*D,,,"Natural Gas,Propane Gas",All,96.7,Other/Proprietary,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G97CMN0602120A*D_08062019221507_3234036,No,
2343810,International Comfort Products (ICP),Airquest,AIRQUEST,N92ESN0801716A,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,02/12/2024,"United States, Canada",ES_1076501_N92ESN0801716A_08062019223807_5776212,No,
2343828,International Comfort Products (ICP),Airquest,AIRQUEST,N92ESN0801716A*,,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,05/20/2019,02/12/2024,"United States, Canada",ES_1076501_N92ESN0801716A*_08062019223833_0119893,No,
2343842,International Comfort Products (ICP),Airquest,CARRIER,G96CTN0802120A,,,"Natural Gas,Propane Gas",All,96.7,Not Applicable,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G96CTN0802120A_08062019224532_5217987,No,
2343897,International Comfort Products (ICP),Airquest,AIRQUEST,G97CMN1202422A,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,05/20/2019,02/12/2024,"United States, Canada",ES_1076501_G97CMN1202422A_08062019225232_9585734,No,
2343913,International Comfort Products (ICP),Airquest,AIRQUEST,G96VTN0801716A*D,,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G96VTN0801716A*D_08062019230135_7613321,No,
2343928,International Comfort Products (ICP),Airquest,AIRQUEST,G96VTN0801716A,,,"Natural Gas,Propane Gas",All,96,Not Applicable,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G96VTN0801716A_08062019230727_2244032,No,
2343939,International Comfort Products (ICP),Airquest,AIRQUEST,G96VTN1002120A,,,"Natural Gas,Propane Gas",All,96,Not Applicable,05/07/2019,02/12/2024,"United States, Canada",ES_1076501_G96VTN1002120A_08062019230753_0317467,No,
2343964,International Comfort Products (ICP),Airquest,AIRQUEST,G97CMN0601714A,,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,05/20/2019,02/12/2024,"United States, Canada",ES_1076501_G97CMN0601714A_08062019231809_5585026,No,
